@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

R_data_frame,1,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.013457,0.058399,4.49411,15.088199,578.858862,18.019651,560.839211,2.151892,0.066988,2.084904,563.530961,2.094911,97.352049,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.002235,0.997765,0.003717,0.996319,0.996283,0.996278,0.994554,0.999185,0.998325,0.997533,0.996283,0.298,0.004,0.27,0.01,270,10,909222,207196,24276,99.628253,23.643123,?,-1
R_data_frame,2,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,267,2,0,99.256506,0.743494,0,0.990041,0.012833,0.054998,4.29047,14.228075,577.176814,15.274503,561.902311,2.145639,0.056783,2.088856,561.902311,2.088856,97.353583,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001795,0.998205,0.007435,0.992725,0.992565,0.992482,0.991208,0.999827,0.998871,0.988975,0.992565,0.281,0.007,0.28,0.01,280,10,917699,207196,24276,100,23.345725,?,-1
R_data_frame,2,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,269,0,0,100,0,0,1,0.01377,0.049179,4.60368,12.722614,577.176814,14.879067,562.297747,2.145639,0.055313,2.090326,562.297747,2.090326,97.422095,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.278,0.006,0.28,0,280,0,920537,207196,24276,100,24.089219,?,-1
R_data_frame,2,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995021,0.013651,0.054476,4.563907,14.092789,577.176814,15.457554,561.71926,2.145639,0.057463,2.088176,561.71926,2.088176,97.321868,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996266,0.995425,0.999935,0.999618,0.995261,0.996283,0.274,0.006,0.28,0,280,0,908077,207196,24276,100,23.643123,?,-1
R_data_frame,2,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995024,0.013665,0.053986,4.568879,13.966171,577.176814,15.224839,561.951975,2.145639,0.056598,2.089041,561.951975,2.089041,97.362188,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.996279,0.995805,0.999984,0.999884,0.993823,0.996283,0.299,0.003,0.27,0.01,270,10,902812,207196,24276,100,23.643123,?,-1
R_data_frame,2,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995037,0.014037,0.048529,4.687779,12.538286,578.858862,15.239179,563.619683,2.151892,0.056651,2.09524,563.619683,2.09524,97.367376,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,1,1,0.993927,0.996283,0.278,0.007,0.28,0,280,0,921781,207196,24276,100,24.089219,?,-1
R_data_frame,2,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,266,3,0,98.884758,1.115242,0,0.9851,0.0189,0.074538,6.311617,19.258156,578.858862,23.900295,554.958567,2.151892,0.088849,2.063043,555.452877,2.064881,95.95653,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.988848,0.002333,0.997667,0.011152,0.989315,0.988848,0.988693,0.987028,0.999796,0.998674,0.98299,0.988848,0.28,0.007,0.28,0,280,0,904770,207196,24276,100,24.907063,?,-1
R_data_frame,2,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.99504,0.015643,0.054066,5.221218,13.960118,579.847994,17.302096,562.545897,2.155569,0.06432,2.091249,562.545897,2.091249,97.016098,1,35,0,0,1,234,0,0,1,1,1,1,1,1,0.996283,0.001233,0.998767,0.003717,0.996337,0.996283,0.996269,0.995412,0.999992,0.999894,0.995533,0.996283,0.277,0.007,0.28,0.01,280,10,916359,207196,24276,100,24.609665,?,-1
R_data_frame,2,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995027,0.013606,0.056328,4.546309,14.562222,578.270355,17.617719,560.652636,2.149704,0.065493,2.084211,562.945872,2.092736,97.349945,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.002271,0.997729,0.003717,0.996319,0.996283,0.996278,0.994548,0.999509,0.998841,0.997521,0.996283,0.28,0.006,0.28,0.01,280,10,918384,207196,24276,99.628253,23.717472,?,-1
R_data_frame,2,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,267,2,0,99.256506,0.743494,0,0.990067,0.012922,0.05269,4.317752,13.621757,578.270355,14.516421,563.753934,2.149704,0.053964,2.09574,563.78253,2.095846,97.494628,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001771,0.998229,0.007435,0.992726,0.992565,0.992567,0.990357,1,1,0.99146,0.992565,0.299,0.005,0.27,0.01,270,10,911836,207196,24276,100,23.345725,?,-1
R_data_frame,2,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995027,0.011108,0.045204,3.711577,11.68654,578.270355,12.123309,566.147046,2.149704,0.045068,2.104636,566.147046,2.104636,97.903522,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001233,0.998767,0.003717,0.996337,0.996283,0.996267,0.995429,1,1,0.995344,0.996283,0.276,0.006,0.27,0.01,270,10,923739,207196,24276,100,23.122677,?,-1
R_data_frame,3,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,269,0,0,100,0,0,1,0.012981,0.043578,4.340186,11.273578,577.176814,13.698971,563.477843,2.145639,0.050926,2.094713,563.477843,2.094713,97.626556,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.278,0.007,0.28,0.01,280,10,909165,207196,24276,100,23.866171,?,-1
R_data_frame,3,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995021,0.011717,0.047272,3.917602,12.229253,577.176814,12.921907,564.254907,2.145639,0.048037,2.097602,564.254907,2.097602,97.761187,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996266,0.995425,1,1,0.995261,0.996283,0.276,0.007,0.28,0,280,0,917563,207196,24276,100,22.973978,?,-1
R_data_frame,3,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,269,0,0,100,0,0,1,0.012565,0.045342,4.200982,11.729989,577.176814,13.488501,563.688313,2.145639,0.050143,2.095496,563.688313,2.095496,97.663021,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.296,0.004,0.27,0,270,0,912296,207196,24276,100,23.791822,?,-1
R_data_frame,3,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,267,2,0,99.256506,0.743494,0,0.990074,0.014349,0.056998,4.792062,14.726307,578.858862,16.253741,562.605122,2.151892,0.060423,2.091469,562.605122,2.091469,97.192106,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.00104,0.99896,0.007435,0.992565,0.992565,0.992565,0.991525,0.999968,0.999781,0.987868,0.992565,0.28,0.006,0.28,0,280,0,935269,207196,24276,100,23.345725,?,-1
R_data_frame,3,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,269,0,0,100,0,0,1,0.011822,0.04134,3.947865,10.680823,578.858862,12.554573,566.304289,2.151892,0.046671,2.10522,566.304289,2.10522,97.831151,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.276,0.007,0.27,0.01,270,10,916319,207196,24276,100,23.94052,?,-1
R_data_frame,3,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995037,0.013323,0.05305,4.449417,13.706212,578.858862,14.802524,564.056338,2.151892,0.055028,2.096864,564.056338,2.096864,97.442809,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,1,1,0.993927,0.996283,0.276,0.006,0.27,0.01,270,10,898662,207196,24276,100,23.271375,?,-1
R_data_frame,3,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,268,1,0,99.628253,0.371747,0,0.995027,0.015494,0.059067,5.177327,15.270482,578.270355,17.732463,560.537892,2.149704,0.06592,2.083784,560.537892,2.083784,96.933534,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001233,0.998767,0.003717,0.996337,0.996283,0.996267,0.995429,1,1,0.995344,0.996283,0.276,0.007,0.28,0,280,0,892986,207196,24276,100,24.089219,?,-1
R_data_frame,3,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,267,2,0,99.256506,0.743494,0,0.990048,0.013665,0.052762,4.566184,13.64035,578.270355,15.315342,562.955012,2.149704,0.056934,2.09277,562.955012,2.09277,97.351526,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.002466,0.997534,0.007435,0.992781,0.992565,0.9925,0.990885,0.999969,0.999771,0.990607,0.992565,0.304,0.005,0.28,0.01,280,10,927986,207196,24276,100,24.089219,?,-1
R_data_frame,3,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,265,4,0,98.513011,1.486989,0,0.980133,0.017636,0.078641,5.892812,20.330846,578.270355,26.266513,552.003842,2.149704,0.097645,2.052059,554.013768,2.059531,95.805321,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.98513,0.002847,0.997153,0.01487,0.986089,0.98513,0.985096,0.982129,0.998914,0.992418,0.979247,0.98513,0.282,0.007,0.29,0,290,0,872353,207196,24276,99.628253,24.386617,?,-1
R_data_frame,3,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,264,5,0,98.141264,1.858736,0,0.975137,0.018275,0.076654,6.106701,19.818056,578.165946,25.019221,553.146725,2.149316,0.093008,2.056308,555.439961,2.064833,96.069297,1,35,0,0,1,234,0,0,1,1,1,1,1,1,0.981413,0.005705,0.994295,0.018587,0.981754,0.981413,0.98143,0.976145,0.999247,0.998014,0.97801,0.981413,0.278,0.007,0.27,0.01,270,10,890499,207196,24276,99.628253,24.386617,?,-1
R_data_frame,4,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,269,0,0,100,0,0,1,0.014097,0.047097,4.710274,12.175918,578.270355,15.088386,563.181969,2.149704,0.056091,2.093613,563.181969,2.093613,97.390773,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.281,0.007,0.28,0.01,280,10,911875,207196,24276,100,24.237918,?,-1
R_data_frame,4,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,269,0,0,100,0,0,1,0.015346,0.056152,5.12764,14.516766,578.270355,16.983762,561.286593,2.149704,0.063137,2.086567,561.286593,2.086567,97.063007,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.306,0.004,0.28,0,280,0,900464,207196,24276,100,24.163569,?,-1
R_data_frame,4,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.1159,2421,269,267,2,0,99.256506,0.743494,0,0.990062,0.013279,0.050322,4.436999,13.009731,578.270355,14.590539,563.679816,2.149704,0.05424,2.095464,563.679816,2.095464,97.476865,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001004,0.998996,0.007435,0.993002,0.992565,0.992565,0.991668,1,1,0.987879,0.992565,0.28,0.007,0.28,0.01,280,10,930747,207196,24276,100,23.420074,?,-1
R_data_frame,4,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.12,2421,269,264,5,0,98.141264,1.858736,0,0.975244,0.017487,0.077979,5.83986,20.147098,578.858862,22.601301,556.257562,2.151892,0.08402,2.067872,557.022168,2.070714,96.227631,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.981413,0.005568,0.994432,0.018587,0.982345,0.981413,0.981472,0.974404,0.999925,0.999608,0.984172,0.981413,0.274,0.007,0.28,0,280,0,891224,207196,24276,100,23.643123,?,-1
R_data_frame,4,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.12,2421,269,267,2,0,99.256506,0.743494,0,0.990067,0.016877,0.058711,5.636259,15.1689,578.858862,18.766054,560.092809,2.151892,0.069762,2.082129,560.092809,2.082129,96.758095,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001795,0.998205,0.007435,0.992725,0.992565,0.992486,0.991192,1,1,0.98919,0.992565,0.275,0.006,0.27,0.01,270,10,888748,207196,24276,100,24.832714,?,-1
R_data_frame,4,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.12,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.013591,0.052437,4.538803,13.547783,578.858862,15.232747,563.626115,2.151892,0.056627,2.095264,563.626115,2.095264,97.368487,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996268,0.9954,1,1,0.995555,0.996283,0.278,0.006,0.27,0.01,270,10,902283,207196,24276,100,23.791822,?,-1
R_data_frame,4,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.12,2421,269,267,2,0,99.256506,0.743494,0,0.990035,0.013279,0.061778,4.439618,15.981901,577.176814,20.013611,557.163204,2.145639,0.0744,2.071239,561.410473,2.087028,97.268369,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.003528,0.996472,0.007435,0.992601,0.992565,0.992544,0.989937,0.999134,0.998194,0.992805,0.992565,0.307,0.005,0.29,0,290,0,916819,207196,24276,99.628253,23.048327,?,-1
R_data_frame,4,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.12,2421,269,268,1,0,99.628253,0.371747,0,0.995027,0.012862,0.051088,4.300414,13.216384,577.176814,14.416945,562.75987,2.145639,0.053595,2.092044,562.922217,2.092648,97.530289,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996287,0.994549,1,1,0.997555,0.996283,0.28,0.006,0.28,0,280,0,928603,207196,24276,100,23.271375,?,-1
R_data_frame,4,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211012.12,2421,269,269,0,0,100,0,0,1,0.012565,0.03984,4.200982,10.306541,577.176814,13.139935,564.036879,2.145639,0.048847,2.096791,564.036879,2.096791,97.723413,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.284,0.006,0.29,0,290,0,908078,207196,24276,100,24.386617,?,-1
