@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric
@attribute measureNumAttributesSelected numeric
@attribute measureSelectionTime numeric
@attribute measureTime numeric

@data

R_data_frame,4,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,264,5,0,98.141264,1.858736,0,0.975244,0.017487,0.077979,5.83986,20.147098,578.858862,22.601301,556.257562,2.151892,0.08402,2.067872,557.022168,2.070714,96.227631,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.981413,0.005568,0.994432,0.018587,0.982345,0.981413,0.981472,0.974404,0.999925,0.999608,0.984172,0.981413,0.265,0.005,0.265625,0,265.625,0,891224,207196,24276,100,23.643123,?,-1,?,?,?
R_data_frame,4,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990067,0.016877,0.058711,5.636259,15.1689,578.858862,18.766054,560.092809,2.151892,0.069762,2.082129,560.092809,2.082129,96.758095,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001795,0.998205,0.007435,0.992725,0.992565,0.992486,0.991192,1,1,0.98919,0.992565,0.27,0.002,0.265625,0,265.625,0,888748,207196,24276,100,24.832714,?,-1,?,?,?
R_data_frame,4,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.013591,0.052437,4.538803,13.547783,578.858862,15.232747,563.626115,2.151892,0.056627,2.095264,563.626115,2.095264,97.368487,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996268,0.9954,1,1,0.995555,0.996283,0.272,0.003,0.265625,0.015625,265.625,15.625,902283,207196,24276,100,23.791822,?,-1,?,?,?
R_data_frame,4,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990035,0.013279,0.061778,4.439618,15.981901,577.176814,20.013611,557.163204,2.145639,0.0744,2.071239,561.410473,2.087028,97.268369,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.003528,0.996472,0.007435,0.992601,0.992565,0.992544,0.989937,0.999134,0.998194,0.992805,0.992565,0.284,0.003,0.28125,0.015625,281.25,15.625,916819,207196,24276,99.628253,23.048327,?,-1,?,?,?
R_data_frame,4,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995027,0.012862,0.051088,4.300414,13.216384,577.176814,14.416945,562.75987,2.145639,0.053595,2.092044,562.922217,2.092648,97.530289,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996287,0.994549,1,1,0.997555,0.996283,0.275,0.004,0.28125,0,281.25,0,928603,207196,24276,100,23.271375,?,-1,?,?,?
R_data_frame,4,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.012565,0.03984,4.200982,10.306541,577.176814,13.139935,564.036879,2.145639,0.048847,2.096791,564.036879,2.096791,97.723413,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.286,0.003,0.28125,0,281.25,0,908078,207196,24276,100,24.386617,?,-1,?,?,?
R_data_frame,4,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,264,5,0,98.141264,1.858736,0,0.975113,0.014751,0.068042,4.929087,17.591566,578.165946,19.042027,559.123918,2.149316,0.070788,2.078528,559.123918,2.078528,96.706477,1,35,0,0,1,234,0,0,1,1,1,1,1,1,0.981413,0.00408,0.99592,0.018587,0.982532,0.981413,0.980888,0.978344,0.999859,0.999062,0.971064,0.981413,0.279,0.004,0.28125,0,281.25,0,928211,207196,24276,100,23.345725,?,-1,?,?,?
R_data_frame,5,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990067,0.012833,0.049069,4.285544,12.677636,578.858862,14.074815,564.784047,2.151892,0.052323,2.099569,564.784047,2.099569,97.568524,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001795,0.998205,0.007435,0.992725,0.992565,0.992486,0.991192,1,1,0.98919,0.992565,0.282,0.004,0.28125,0.015625,281.25,15.625,918904,207196,24276,100,23.420074,?,-1,?,?,?
R_data_frame,5,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.014067,0.052486,4.697711,13.560598,578.858862,15.784616,563.074247,2.151892,0.058679,2.093213,563.074247,2.093213,97.273149,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996267,0.995417,0.999984,0.999887,0.995366,0.996283,0.28,0.003,0.28125,0.015625,281.25,15.625,920087,207196,24276,100,23.94052,?,-1,?,?,?
R_data_frame,5,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,266,3,0,98.884758,1.115242,0,0.98509,0.015807,0.068108,5.278922,17.597443,578.754453,20.326454,558.427999,2.151504,0.075563,2.075941,559.958111,2.081629,96.752277,1,35,0,0,1,234,0,0,1,1,1,1,1,1,0.988848,0.005008,0.994992,0.011152,0.989098,0.988848,0.988825,0.984947,0.999566,0.998948,0.988877,0.988848,0.264,0.003,0.265625,0,265.625,0,889267,207196,24276,100,23.866171,?,-1,?,?,?
R_data_frame,5,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.011896,0.040955,3.977261,10.595071,577.176814,12.586533,564.590281,2.145639,0.04679,2.098849,564.590281,2.098849,97.819293,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.275,0.004,0.265625,0,265.625,0,911935,207196,24276,100,23.568773,?,-1,?,?,?
R_data_frame,5,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995024,0.01319,0.046675,4.409788,12.074884,577.176814,14.22281,562.954004,2.145639,0.052873,2.092766,562.954004,2.092766,97.535797,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.996279,0.995805,1,1,0.993823,0.996283,0.281,0.004,0.28125,0,281.25,0,923621,207196,24276,100,23.791822,?,-1,?,?,?
R_data_frame,5,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990048,0.014572,0.056214,4.872145,14.542498,577.176814,16.563308,560.613506,2.145639,0.061574,2.084065,560.613506,2.084065,97.130289,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001022,0.998978,0.007435,0.992565,0.992565,0.992565,0.991543,0.999961,0.999658,0.987666,0.992565,0.299,0.003,0.296875,0,296.875,0,906062,207196,24276,100,24.089219,?,-1,?,?,?
R_data_frame,5,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.99503,0.015703,0.06068,5.246888,15.687504,578.270355,18.370667,559.899688,2.149704,0.068292,2.081411,559.899688,2.081411,96.82317,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,0.999882,0.999197,0.993927,0.996283,0.284,0.004,0.265625,0,265.625,0,890216,207196,24276,100,24.237918,?,-1,?,?,?
R_data_frame,5,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990074,0.014305,0.058768,4.779835,15.193163,578.270355,16.623106,561.647248,2.149704,0.061796,2.087908,562.100936,2.089595,97.203831,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.002466,0.997534,0.007435,0.992781,0.992565,0.992583,0.989182,0.999963,0.99989,0.995079,0.992565,0.279,0.005,0.28125,0,281.25,0,905132,207196,24276,100,23.122677,?,-1,?,?,?
R_data_frame,5,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.99503,0.013309,0.056193,4.446936,14.527374,578.270355,15.584629,562.685725,2.149704,0.057935,2.091768,562.685725,2.091768,97.304958,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,0.99985,0.998937,0.993927,0.996283,0.271,0.004,0.265625,0,265.625,0,890567,207196,24276,100,23.420074,?,-1,?,?,?
R_data_frame,5,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990049,0.01423,0.054994,4.754992,14.217583,578.270355,16.214762,562.055592,2.149704,0.060278,2.089426,562.055592,2.089426,97.195989,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.002466,0.997534,0.007435,0.992781,0.992565,0.992562,0.990889,1,1,0.990899,0.992565,0.275,0.003,0.28125,0,281.25,0,890510,207196,24276,100,23.94052,?,-1,?,?,?
R_data_frame,6,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995033,0.017011,0.060308,5.68435,15.591913,578.165946,18.921175,559.24477,2.149316,0.070339,2.078977,559.24477,2.078977,96.72738,1,35,0,0,1,234,0,0,1,1,1,1,1,1,0.996283,0.001233,0.998767,0.003717,0.996337,0.996283,0.996287,0.994561,1,1,0.997533,0.996283,0.281,0.003,0.28125,0,281.25,0,934505,207196,24276,100,24.460967,?,-1,?,?,?
R_data_frame,6,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,266,3,0,98.884758,1.115242,0,0.985062,0.017011,0.071643,5.687483,18.534127,577.176814,23.57525,553.601565,2.145639,0.08764,2.057998,557.152109,2.071197,96.530577,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.988848,0.004786,0.995214,0.011152,0.988955,0.988848,0.988858,0.984486,0.999266,0.998331,0.990381,0.988848,0.28,0.003,0.28125,0,281.25,0,896255,207196,24276,99.628253,23.791822,?,-1,?,?,?
R_data_frame,6,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995024,0.011688,0.045656,3.907659,11.811155,577.176814,12.778863,564.397951,2.145639,0.047505,2.098134,564.397951,2.098134,97.785971,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.996279,0.995805,1,1,0.993823,0.996283,0.28,0.004,0.265625,0.015625,265.625,15.625,913286,207196,24276,100,23.791822,?,-1,?,?,?
R_data_frame,6,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.010677,0.037684,3.569592,9.748797,577.176814,11.358909,565.817905,2.145639,0.042226,2.103412,565.817905,2.103412,98.031988,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.281,0.003,0.28125,0,281.25,0,912345,207196,24276,100,23.568773,?,-1,?,?,?
R_data_frame,6,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.014216,0.051938,4.747369,13.418953,578.858862,15.533994,563.324868,2.151892,0.057747,2.094144,563.324868,2.094144,97.316445,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.276,0.003,0.265625,0,265.625,0,913726,207196,24276,100,24.312268,?,-1,?,?,?
R_data_frame,6,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995037,0.014558,0.058494,4.861584,15.112848,578.858862,17.445911,561.412951,2.151892,0.064855,2.087037,561.495658,2.087344,97.000443,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,0.999701,0.997981,0.993927,0.996283,0.283,0.004,0.28125,0,281.25,0,920303,207196,24276,100,23.717472,?,-1,?,?,?
R_data_frame,6,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.015197,0.057517,5.075116,14.860503,578.858862,17.337499,561.521363,2.151892,0.064452,2.08744,561.521363,2.08744,97.004883,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996268,0.9954,0.999984,0.999894,0.995555,0.996283,0.274,0.003,0.265625,0,265.625,0,906580,207196,24276,100,23.717472,?,-1,?,?,?
R_data_frame,6,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.99503,0.011361,0.042013,3.796044,10.861413,578.270355,12.284554,565.985801,2.149704,0.045667,2.104036,565.985801,2.104036,97.875638,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,1,1,0.993927,0.996283,0.274,0.003,0.265625,0,265.625,0,911004,207196,24276,100,23.568773,?,-1,?,?,?
R_data_frame,6,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990061,0.015197,0.060801,5.077954,15.718832,578.270355,18.354291,559.916064,2.149704,0.068232,2.081472,559.998771,2.08178,96.840304,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001076,0.998924,0.007435,0.992978,0.992565,0.992551,0.991655,0.999882,0.999227,0.987834,0.992565,0.277,0.004,0.28125,0,281.25,0,906159,207196,24276,100,24.01487,?,-1,?,?,?
R_data_frame,6,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.99503,0.013561,0.048973,4.531403,12.660904,578.270355,14.893103,563.377251,2.149704,0.055365,2.094339,563.377251,2.094339,97.424543,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.99628,0.995796,1,1,0.993927,0.996283,0.277,0.004,0.265625,0,265.625,0,922622,207196,24276,100,24.312268,?,-1,?,?,?
R_data_frame,7,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.012535,0.044149,4.186226,11.406601,578.858862,13.491126,565.367736,2.151892,0.050153,2.101739,565.367736,2.101739,97.669358,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.277,0.003,0.265625,0.015625,265.625,15.625,911426,207196,24276,100,23.643123,?,-1,?,?,?
R_data_frame,7,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.012104,0.046226,4.042216,11.943082,578.858862,13.141133,565.717729,2.151892,0.048852,2.10304,565.717729,2.10304,97.729821,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996267,0.995417,1,1,0.995366,0.996283,0.281,0.004,0.28125,0.015625,281.25,15.625,916173,207196,24276,100,22.973978,?,-1,?,?,?
R_data_frame,7,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990073,0.013621,0.053845,4.548911,13.912401,578.754453,15.531795,563.222658,2.151504,0.057739,2.093765,563.270147,2.093941,97.324547,1,35,0,0,1,234,0,0,1,1,1,1,1,1,0.992565,0.002515,0.997485,0.007435,0.992777,0.992565,0.992582,0.990013,0.999966,0.99984,0.993121,0.992565,0.282,0.005,0.28125,0,281.25,0,907344,207196,24276,100,23.866171,?,-1,?,?,?
R_data_frame,7,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.014721,0.054635,4.921861,14.134039,577.176814,16.298257,560.878558,2.145639,0.060588,2.08505,560.878558,2.08505,97.176211,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.279,0.003,0.265625,0,265.625,0,906884,207196,24276,100,23.94052,?,-1,?,?,?
R_data_frame,7,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.010974,0.042803,3.669023,11.073179,577.176814,11.822343,565.354471,2.145639,0.043949,2.101689,565.354471,2.101689,97.951695,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.278,0.003,0.265625,0.015625,265.625,15.625,889892,207196,24276,100,23.271375,?,-1,?,?,?
R_data_frame,7,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,266,3,0,98.884758,1.115242,0,0.985061,0.016773,0.079123,5.607938,20.469192,577.176814,26.403812,550.773002,2.145639,0.098155,2.047483,554.917618,2.062891,96.143435,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.988848,0.003346,0.996654,0.011152,0.989297,0.988848,0.988825,0.986206,0.9988,0.994223,0.985162,0.988848,0.276,0.004,0.28125,0,281.25,0,885684,207196,24276,99.628253,23.345725,?,-1,?,?,?
R_data_frame,7,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.014037,0.050635,4.6904,13.090457,578.270355,15.282075,562.988279,2.149704,0.056811,2.092893,562.988279,2.092893,97.357278,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.274,0.005,0.265625,0.015625,265.625,15.625,929562,207196,24276,100,24.01487,?,-1,?,?,?
R_data_frame,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,266,3,0,98.884758,1.115242,0,0.985081,0.014796,0.069013,4.943801,17.841832,578.270355,22.40732,555.863035,2.149704,0.083299,2.066405,559.25155,2.079002,96.711088,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.988848,0.002309,0.997691,0.011152,0.989315,0.988848,0.988693,0.987041,0.999112,0.996287,0.982968,0.988848,0.28,0.003,0.28125,0,281.25,0,884627,207196,24276,99.628253,23.494424,?,-1,?,?,?
R_data_frame,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.016729,0.058792,5.589724,15.199376,578.270355,18.558841,559.711513,2.149704,0.068992,2.080712,559.711513,2.080712,96.790629,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.279,0.003,0.28125,0,281.25,0,894170,207196,24276,100,24.312268,?,-1,?,?,?
R_data_frame,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,269,0,0,100,0,0,1,0.011613,0.042193,3.880511,10.90798,578.270355,12.415745,565.85461,2.149704,0.046155,2.103549,565.85461,2.103549,97.852952,1,34,0,0,1,235,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.279,0.004,0.265625,0,265.625,0,939438,207196,24276,100,23.568773,?,-1,?,?,?
R_data_frame,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,267,2,0,99.256506,0.743494,0,0.990041,0.012773,0.051585,4.270584,13.344896,577.176814,14.448697,562.728117,2.145639,0.053713,2.091926,562.728117,2.091926,97.49666,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.992565,0.001795,0.998205,0.007435,0.992725,0.992565,0.992482,0.991208,0.999953,0.999658,0.988975,0.992565,0.282,0.004,0.28125,0,281.25,0,895951,207196,24276,100,23.568773,?,-1,?,?,?
R_data_frame,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995024,0.013532,0.051576,4.524134,13.342658,577.176814,15.032008,562.144806,2.145639,0.055881,2.089758,562.144806,2.089758,97.395597,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.996279,0.995805,1,1,0.993823,0.996283,0.281,0.003,0.28125,0,281.25,0,921400,207196,24276,100,23.345725,?,-1,?,?,?
R_data_frame,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995024,0.011658,0.042524,3.897716,11.001046,577.176814,12.487295,564.689519,2.145639,0.046421,2.099218,564.689519,2.099218,97.836487,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.000538,0.999462,0.003717,0.996389,0.996283,0.996279,0.995805,1,1,0.993823,0.996283,0.285,0.003,0.28125,0.015625,281.25,15.625,912443,207196,24276,100,23.420074,?,-1,?,?,?
R_data_frame,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,266,3,0,98.884758,1.115242,0,0.985091,0.014186,0.064299,4.740086,16.6232,578.270355,18.412164,559.85819,2.149704,0.068447,2.081257,559.85819,2.081257,96.815994,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.988848,0.001578,0.998422,0.011152,0.98894,0.988848,0.98884,0.987315,0.999717,0.998103,0.981781,0.988848,0.273,0.004,0.28125,0,281.25,0,897047,207196,24276,100,23.717472,?,-1,?,?,?
R_data_frame,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,265,4,0,98.513011,1.486989,0,0.980083,0.021561,0.087579,7.204534,22.641535,578.270355,32.06025,546.210104,2.149704,0.119183,2.030521,551.766829,2.051178,95.416759,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.98513,0.00735,0.99265,0.01487,0.985555,0.98513,0.985081,0.97954,0.998501,0.996438,0.986448,0.98513,0.27,0.002,0.265625,0,265.625,0,896998,207196,24276,99.256506,24.684015,?,-1,?,?,?
R_data_frame,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995028,0.014112,0.0525,4.715243,13.572786,578.270355,15.919743,562.350611,2.149704,0.059181,2.090523,562.350611,2.090523,97.247007,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001233,0.998767,0.003717,0.996337,0.996283,0.996269,0.995412,0.99996,0.999699,0.995533,0.996283,0.268,0.003,0.265625,0,265.625,0,921301,207196,24276,100,23.791822,?,-1,?,?,?
R_data_frame,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995027,0.015331,0.056689,5.122672,14.655764,578.270355,17.246391,561.023964,2.149704,0.064113,2.085591,561.023964,2.085591,97.01759,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001233,0.998767,0.003717,0.996337,0.996283,0.996267,0.995429,0.999992,0.999887,0.995344,0.996283,0.269,0.004,0.265625,0,265.625,0,891126,207196,24276,100,24.312268,?,-1,?,?,?
R_data_frame,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211022.1812,2421,269,268,1,0,99.628253,0.371747,0,0.995034,0.013546,0.05173,4.523905,13.365217,578.858862,14.935884,563.922978,2.151892,0.055524,2.096368,563.922978,2.096368,97.419771,1,34,0,0,1,235,0,0,1,1,1,1,1,1,0.996283,0.001258,0.998742,0.003717,0.996336,0.996283,0.996267,0.995417,1,1,0.995366,0.996283,0.277,0.004,0.265625,0,265.625,0,926850,207196,24276,100,23.717472,?,-1,?,?,?
