@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureOutOfBagError numeric

@data

R_data_frame,9,4,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,269,0,0,100,0,0,1,0.095166,0.121808,25.882371,28.411432,525.12898,82.387298,442.741682,1.952152,0.306272,1.64588,442.741682,1.64588,84.311036,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.248,0.004,4.203125,0.015625,4203.125,15.625,1209411,207181,24261,100,75.092937,?,?,?,?
R_data_frame,9,5,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,269,0,0,100,0,0,1,0.096033,0.123116,26.118322,28.716496,525.12898,83.269117,441.859863,1.952152,0.309551,1.642602,441.859863,1.642602,84.143111,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.231,0.004,4.171875,0.015625,4171.875,15.625,1222745,207181,24261,100,75.185874,?,?,?,?
R_data_frame,9,6,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,269,0,0,100,0,0,1,0.094207,0.120308,25.621763,28.061572,525.12898,81.391399,443.737581,1.952152,0.30257,1.649582,443.737581,1.649582,84.500684,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.142,0.004,4.140625,0,4140.625,0,1218553,207181,24261,100,75.092937,?,?,?,?
R_data_frame,9,7,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,269,0,0,100,0,0,1,0.095485,0.121961,25.969188,28.447043,525.12898,82.646271,442.482709,1.952152,0.307235,1.644917,442.482709,1.644917,84.26172,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.019,0.004,4.015625,0,4015.625,0,1213626,207181,24261,100,75.27881,?,?,?,?
R_data_frame,9,8,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,268,1,0,99.628253,0.371747,0,0.994947,0.102039,0.134093,27.751665,31.276959,525.12898,90.085352,435.043629,1.952152,0.33489,1.617263,435.270852,1.618107,82.88837,1,39,0.004348,1,0.995652,229,0,0,0.975,1,0.987342,0.985272,1,1,0.996283,0.00063,0.99937,0.003717,0.996375,0.996283,0.996294,0.995289,0.999962,0.999903,0.995158,0.996283,3.248,0.004,3.234375,0,3234.375,0,1195904,207181,24261,100,75.092937,?,?,?,?
R_data_frame,9,9,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.098377,0.127805,26.755863,29.810341,525.12898,85.979178,439.149802,1.952152,0.319625,1.632527,439.149802,1.632527,83.627036,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,0.999961,0.999904,0.996774,0.996283,4.037,0.004,4.015625,0.015625,4015.625,15.625,1208156,207181,24261,100,75.092937,?,?,?,?
R_data_frame,9,10,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,268,1,0,99.628253,0.371747,0,0.994951,0.097395,0.126909,26.472954,29.581408,526.065321,85.07649,440.98883,1.955633,0.316269,1.639364,440.98883,1.639364,83.827771,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,3.981,0.004,3.96875,0.015625,3968.75,15.625,1199667,207181,24261,100,75,?,?,?,?
R_data_frame,10,1,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,267,2,0,99.256506,0.743494,0,0.989901,0.097573,0.129099,26.537042,30.11212,525.12898,86.137248,438.991732,1.952152,0.320213,1.63194,439.200786,1.632717,83.636745,1,39,0.008696,2,0.991304,228,0,0,0.95122,1,0.975,0.971055,1,1,0.992565,0.001261,0.998739,0.007435,0.992928,0.992565,0.992608,0.990654,1,1,0.990372,0.992565,4.026,0.004,3.984375,0,3984.375,0,1193496,207181,24261,100,75.185874,?,?,?,?
R_data_frame,10,2,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.098946,0.128122,26.910631,29.884229,525.12898,86.401542,438.727438,1.952152,0.321195,1.630957,438.727438,1.630957,83.546606,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,1,1,0.996709,0.996283,4.047,0.004,4.03125,0.015625,4031.25,15.625,1156986,207181,24261,100,75.27881,?,?,?,?
R_data_frame,10,3,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1516,2421,269,269,0,0,100,0,0,1,0.095573,0.121996,25.993099,28.455366,525.12898,82.674134,442.454846,1.952152,0.307339,1.644814,442.454846,1.644814,84.256414,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3.949,0.004,3.9375,0,3937.5,0,1245391,207181,24261,100,75.092937,?,?,?,?
R_data_frame,10,4,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,269,0,0,100,0,0,1,0.098065,0.125919,26.671027,29.370348,525.12898,85.166314,439.962666,1.952152,0.316603,1.635549,439.962666,1.635549,83.781829,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.054,0.004,4.046875,0,4046.875,0,1204662,207181,24261,100,75,?,?,?,?
R_data_frame,10,5,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,269,0,0,100,0,0,1,0.100762,0.131154,27.404365,30.591299,525.12898,88.174678,436.954303,1.952152,0.327787,1.624365,436.954303,1.624365,83.208948,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.047,0.003,4.03125,0,4031.25,0,1196349,207181,24261,100,75.185874,?,?,?,?
R_data_frame,10,6,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,269,0,0,100,0,0,1,0.094801,0.12166,25.783316,28.376996,525.12898,82.024903,443.104077,1.952152,0.304925,1.647227,443.104077,1.647227,84.380046,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3.986,0.004,3.96875,0,3968.75,0,1209093,207181,24261,100,75,?,?,?,?
R_data_frame,10,7,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,269,0,0,100,0,0,1,0.096681,0.124064,26.294411,28.937767,525.12898,83.843419,441.285561,1.952152,0.311686,1.640467,441.285561,1.640467,84.033747,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,4.057,0.003,4.046875,0,4046.875,0,1205413,207181,24261,100,75.092937,?,?,?,?
R_data_frame,10,8,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.097594,0.125684,26.542927,29.315594,525.12898,84.966425,440.162555,1.952152,0.31586,1.636292,440.162555,1.636292,83.819894,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,4.056,0.004,4.046875,0,4046.875,0,1200951,207181,24261,100,75.185874,?,?,?,?
R_data_frame,10,9,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,269,0,0,100,0,0,1,0.096044,0.122958,26.104468,28.658811,526.121817,83.230073,442.891744,1.955843,0.309405,1.646438,442.891744,1.646438,84.180456,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3.99,0.004,3.984375,0,3984.375,0,1236726,207181,24261,100,75,?,?,?,?
R_data_frame,10,10,weka.classifiers.meta.Vote,'-S 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\" -R AVG',-637891196294399624,20211023.1517,2421,269,268,1,0,99.628253,0.371747,0,0.994951,0.096023,0.124178,26.100031,28.944708,526.065321,83.453311,442.612009,1.955633,0.310235,1.645398,442.612009,1.645398,84.136322,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,2.456,0.004,2.453125,0.015625,2453.125,15.625,1214752,207181,24261,100,75,?,?,?,?
R_data_frame,1,1,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1518,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.002062,0.043054,0.560884,10.042349,525.12898,9.598976,515.530005,1.952152,0.035684,1.916468,522.689373,1.943083,99.535427,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,0.998505,0.994483,0.996774,0.996283,37.244,0.004,37.09375,0.015625,37093.75,15.625,1193592,207181,24261,99.628253,25,?,?,?,?
R_data_frame,1,2,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1518,2421,269,267,2,0,99.256506,0.743494,0,0.989888,0.004325,0.060893,1.17626,14.203088,525.12898,19.349528,505.779453,1.952152,0.071931,1.880221,520.094035,1.933435,99.041198,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.992565,0.002982,0.997018,0.007435,0.992753,0.992565,0.992564,0.989649,0.99701,0.98906,0.993548,0.992565,38.01,0.004,37.828125,0.015625,37828.125,15.625,1219300,207181,24261,99.256506,25,?,?,?,?
R_data_frame,1,3,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1519,2421,269,267,2,0,99.256506,0.743494,0,0.989888,0.004528,0.060879,1.231564,14.199919,525.12898,1083.091597,-557.962616,1.952152,4.026363,-2.07421,519.926015,1.93281,99.009202,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.992565,0.003009,0.996991,0.007435,0.992565,0.992565,0.992565,0.989556,0.995882,0.988151,0.993548,0.992565,39.08,0.004,38.671875,0,38671.875,0,1194133,207181,24261,99.256506,25,?,?,?,?
R_data_frame,1,4,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1519,2421,269,269,0,0,100,0,0,1,0.000412,0.000935,0.111943,0.217996,525.12898,0.319809,524.809172,1.952152,0.001189,1.950963,524.809172,1.950963,99.939099,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,35.55,0.003,35.484375,0,35484.375,0,1206292,207181,24261,100,25,?,?,?,?
R_data_frame,1,5,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.152,2421,269,269,0,0,100,0,0,1,0.000824,0.001432,0.224123,0.334024,525.12898,0.640412,524.488568,1.952152,0.002381,1.949772,524.488568,1.949772,99.878047,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,36.885,0.003,36.8125,0,36812.5,0,1226102,207181,24261,100,25,?,?,?,?
R_data_frame,1,6,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1521,2421,269,269,0,0,100,0,0,1,0.000617,0.001328,0.167709,0.309762,525.12898,0.479303,524.649677,1.952152,0.001782,1.950371,524.649677,1.950371,99.908727,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,38.151,0.004,38.109375,0,38109.375,0,1218333,207181,24261,100,25,?,?,?,?
R_data_frame,1,7,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1521,2421,269,269,0,0,100,0,0,1,0.000617,0.001324,0.167872,0.308726,525.12898,0.479765,524.649215,1.952152,0.001784,1.950369,524.649215,1.950369,99.908639,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,35.317,0.004,35.265625,0,35265.625,0,1203782,207181,24261,100,25,?,?,?,?
R_data_frame,1,8,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1522,2421,269,268,1,0,99.628253,0.371747,0,0.994948,0.002472,0.043127,0.672434,10.05919,525.12898,1074.476904,-549.347924,1.952152,3.994338,-2.042186,522.370572,1.941898,99.474718,1,39,0.004348,1,0.995652,229,0,0,0.975,1,0.987342,0.985272,0.997826,0.975,0.996283,0.00063,0.99937,0.003717,0.996375,0.996283,0.996294,0.995249,0.997826,0.993736,0.995223,0.996283,37.956,0.004,37.84375,0,37843.75,0,1203482,207181,24261,99.628253,25,?,?,?,?
R_data_frame,1,9,weka.classifiers.meta.Stacking,'-X 10 -M \"weka.classifiers.trees.J48 -C 0.25 -M 2\" -S 1 -num-slots 1 -B \"weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1\" -B \"weka.classifiers.trees.LMT -I -1 -M 15 -W 0.0\" -B \"weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \\\"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\\\" -calibrator \\\"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\\\"\"',5134738557155845452,20211023.1523,2421,269,269,0,0,100,0,0,1,0.00041,0.000767,0.111546,0.178794,526.121817,0.318772,525.803045,1.955843,0.001185,1.954658,525.803045,1.954658,99.939411,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,38.374,0.004,38.28125,0.015625,38281.25,15.625,1222989,207181,24261,100,25,?,?,?,?
