@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureOutOfBagError numeric

@data

R_data_frame,5,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.020502,0.052405,5.575933,12.223356,525.12898,17.287309,507.841671,1.952152,0.064265,1.887887,507.841671,1.887887,96.707988,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.365,0.007,0.359375,0,359.375,0,1194771,207181,24261,100,31.226766,?,?,?,-1
R_data_frame,5,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.020409,0.053686,5.550657,12.522084,525.12898,17.337317,507.791663,1.952152,0.064451,1.887701,507.791663,1.887701,96.698465,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.385,0.011,0.390625,0,390.625,0,1189267,207181,24261,100,31.319703,?,?,?,-1
R_data_frame,5,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.026375,0.067694,7.17339,15.789575,525.12898,22.942021,502.186959,1.952152,0.085286,1.866866,502.186959,1.866866,95.631165,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,0.999981,0.999953,0.996774,0.996283,0.405,0.008,0.40625,0.015625,406.25,15.625,1206168,207181,24261,100,31.97026,?,?,?,-1
R_data_frame,5,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.020595,0.061736,5.601209,14.399805,525.12898,18.045309,507.083671,1.952152,0.067083,1.885069,507.083671,1.885069,96.563642,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.385,0.006,0.375,0.015625,375,15.625,1204404,207181,24261,100,30.018587,?,?,?,-1
R_data_frame,5,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.021636,0.058367,5.884303,13.613954,525.12898,18.566715,506.562265,1.952152,0.069021,1.883131,506.562265,1.883131,96.464351,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,1,1,0.996709,0.996283,0.366,0.009,0.359375,0.015625,359.375,15.625,1208660,207181,24261,100,31.319703,?,?,?,-1
R_data_frame,5,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.023903,0.065617,6.501042,15.305006,525.12898,20.87234,504.25664,1.952152,0.077592,1.87456,504.25664,1.87456,96.025293,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.361,0.008,0.359375,0,359.375,0,1180150,207181,24261,100,31.226766,?,?,?,-1
R_data_frame,5,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.020651,0.059018,5.616375,13.765752,525.12898,18.223418,506.905562,1.952152,0.067745,1.884407,507.04473,1.884925,96.556227,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.999884,0.99971,0.996709,0.996283,0.373,0.004,0.375,0.015625,375,15.625,1190550,207181,24261,100,31.133829,?,?,?,-1
R_data_frame,5,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,266,3,0,98.884758,1.115242,0,0.984831,0.028048,0.081558,7.628361,19.023189,525.12898,26.159998,498.968983,1.952152,0.097249,1.854903,499.196206,1.855748,95.061637,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.988848,0.004446,0.995554,0.011152,0.988846,0.988848,0.988823,0.984418,0.999913,0.999762,0.990172,0.988848,0.38,0.008,0.390625,0,390.625,0,1159871,207181,24261,100,32.527881,?,?,?,-1
R_data_frame,5,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994951,0.020316,0.057189,5.521801,13.329605,526.121817,18.120645,508.001172,1.955843,0.067363,1.88848,508.580912,1.890635,96.665999,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.999903,0.999757,0.996709,0.996283,0.364,0.007,0.375,0,375,0,1212266,207181,24261,100,31.598513,?,?,?,-1
R_data_frame,6,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994951,0.024331,0.063688,6.613026,14.844226,526.121817,21.029962,505.091855,1.955843,0.078178,1.877665,505.091855,1.877665,96.002834,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994815,1,1,0.996753,0.996283,0.362,0.007,0.359375,0.015625,359.375,15.625,1205148,207181,24261,100,31.877323,?,?,?,-1
R_data_frame,6,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.018178,0.046434,4.941071,10.8234,526.065321,15.17419,510.89113,1.955633,0.05641,1.899224,510.89113,1.899224,97.115531,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.364,0.005,0.375,0,375,0,1199631,207181,24261,100,31.040892,?,?,?,-1
R_data_frame,6,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.020186,0.050723,5.489994,11.831128,525.12898,16.90468,508.224301,1.952152,0.062843,1.88931,508.224301,1.88931,96.780852,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.363,0.008,0.359375,0.015625,359.375,15.625,1190316,207181,24261,100,30.947955,?,?,?,-1
R_data_frame,6,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,267,2,0,99.256506,0.743494,0,0.989901,0.026152,0.079178,7.112727,18.468092,525.12898,25.397385,499.731596,1.952152,0.094414,1.857738,501.180091,1.863123,95.439427,1,39,0.008696,2,0.991304,228,0,0,0.95122,1,0.975,0.971055,0.999889,0.999359,0.992565,0.001261,0.998739,0.007435,0.992928,0.992565,0.992608,0.990654,0.999831,0.99954,0.990372,0.992565,0.358,0.007,0.359375,0,359.375,0,1166495,207181,24261,100,31.69145,?,?,?,-1
R_data_frame,6,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,267,2,0,99.256506,0.743494,0,0.989887,0.021877,0.066999,5.950021,15.627349,525.12898,20.365756,504.763225,1.952152,0.075709,1.876443,505.334944,1.878569,96.230633,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.992565,0.002982,0.997018,0.007435,0.992753,0.992565,0.992562,0.989728,0.999923,0.999808,0.993416,0.992565,0.358,0.007,0.359375,0,359.375,0,1201971,207181,24261,100,30.669145,?,?,?,-1
R_data_frame,6,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.024405,0.073086,6.637534,17.047276,525.12898,22.712375,502.416606,1.952152,0.084433,1.86772,503.155043,1.870465,95.815516,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.999759,0.99936,0.996709,0.996283,0.397,0.009,0.359375,0,359.375,0,1165645,207181,24261,100,31.505576,?,?,?,-1
R_data_frame,6,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.016877,0.043038,4.590161,10.038421,525.12898,14.002133,511.126847,1.952152,0.052053,1.9001,511.126847,1.9001,97.333582,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.401,0.011,0.390625,0.015625,390.625,15.625,1198008,207181,24261,100,30.483271,?,?,?,-1
R_data_frame,6,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,267,2,0,99.256506,0.743494,0,0.989888,0.025929,0.075701,7.052064,17.657147,525.12898,23.542119,501.586861,1.952152,0.087517,1.864635,501.586861,1.864635,95.516888,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.992565,0.002982,0.997018,0.007435,0.992753,0.992565,0.992564,0.989649,0.999922,0.999809,0.993548,0.992565,0.397,0.008,0.375,0.015625,375,15.625,1179276,207181,24261,100,31.412639,?,?,?,-1
R_data_frame,6,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,266,3,0,98.884758,1.115242,0,0.98481,0.024089,0.069456,6.551595,16.200517,525.12898,22.483694,502.645286,1.952152,0.083583,1.86857,502.645286,1.86857,95.718443,0.948718,37,0,0,1,230,0.051282,2,1,0.948718,0.973684,0.969814,1,1,0.988848,0.004419,0.995581,0.011152,0.988992,0.988848,0.988798,0.985298,0.999981,0.999952,0.986927,0.988848,0.391,0.005,0.390625,0,390.625,0,1188493,207181,24261,100,32.063197,?,?,?,-1
R_data_frame,6,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.021747,0.05939,5.914634,13.852529,525.12898,18.66163,506.46735,1.952152,0.069374,1.882778,506.46735,1.882778,96.446277,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.391,0.007,0.390625,0.015625,390.625,15.625,1200464,207181,24261,100,31.412639,?,?,?,-1
R_data_frame,7,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.022695,0.06478,6.172452,15.109839,525.12898,20.262302,504.866678,1.952152,0.075325,1.876828,505.093901,1.877672,96.184732,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.99999,0.999952,0.996709,0.996283,0.39,0.008,0.390625,0,390.625,0,1167738,207181,24261,100,31.598513,?,?,?,-1
R_data_frame,7,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.023346,0.059268,6.349385,13.82403,525.12898,20.120639,505.008341,1.952152,0.074798,1.877354,505.008341,1.877354,96.168439,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.999981,0.999952,0.996709,0.996283,0.399,0.008,0.390625,0,390.625,0,1218751,207181,24261,100,32.713755,?,?,?,-1
R_data_frame,7,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.021375,0.056496,5.813529,13.177626,525.12898,18.22282,506.906161,1.952152,0.067743,1.88441,506.906161,1.88441,96.529839,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.38,0.008,0.390625,0,390.625,0,1186903,207181,24261,100,30.855019,?,?,?,-1
R_data_frame,7,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.021171,0.058187,5.757922,13.571921,525.12898,18.257437,506.871543,1.952152,0.067872,1.884281,506.871543,1.884281,96.523247,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,0.381,0.008,0.375,0.015625,375,15.625,1222690,207181,24261,100,30.947955,?,?,?,-1
R_data_frame,7,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.021561,0.062553,5.864082,14.590262,525.12898,18.989616,506.139364,1.952152,0.070593,1.881559,506.139364,1.881559,96.383819,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,0.39,0.007,0.390625,0.015625,390.625,15.625,1181938,207181,24261,100,31.040892,?,?,?,-1
R_data_frame,7,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,267,2,0,99.256506,0.743494,0,0.989887,0.022435,0.068716,6.101678,16.027943,525.12898,20.192024,504.936957,1.952152,0.075063,1.877089,504.936957,1.877089,96.154845,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.992565,0.003009,0.996991,0.007435,0.992612,0.992565,0.992564,0.989619,0.999952,0.999858,0.993483,0.992565,0.373,0.004,0.359375,0.015625,359.375,15.625,1191154,207181,24261,100,31.133829,?,?,?,-1
R_data_frame,7,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,267,2,0,99.256506,0.743494,0,0.989888,0.022658,0.065374,6.162341,15.24841,525.12898,20.424092,504.704889,1.952152,0.075926,1.876226,504.732234,1.876328,96.11586,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.992565,0.002928,0.997072,0.007435,0.992565,0.992565,0.992565,0.989637,0.999884,0.999712,0.99342,0.992565,0.373,0.007,0.375,0,375,0,1176685,207181,24261,100,31.133829,?,?,?,-1
R_data_frame,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.021766,0.058236,5.919689,13.583465,525.12898,18.601672,506.527309,1.952152,0.069151,1.883001,506.527309,1.883001,96.457695,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.369,0.007,0.375,0,375,0,1184131,207181,24261,100,31.412639,?,?,?,-1
R_data_frame,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994954,0.02329,0.061554,6.330432,14.347605,526.065321,20.553051,505.51227,1.955633,0.076405,1.879228,505.78954,1.880259,96.145767,1,40,0.004367,1,0.995633,228,0,0,0.97561,1,0.987654,0.985571,0.999891,0.99939,0.996283,0.000649,0.999351,0.003717,0.996373,0.996283,0.996293,0.995291,0.999984,0.999909,0.995213,0.996283,0.37,0.008,0.375,0,375,0,1186938,207181,24261,100,32.806691,?,?,?,-1
R_data_frame,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.017416,0.047196,4.733694,11.000469,526.121817,14.609867,511.51195,1.955843,0.054312,1.901531,511.51195,1.901531,97.223102,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.366,0.007,0.375,0,375,0,1192954,207181,24261,100,29.832714,?,?,?,-1
R_data_frame,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.017714,0.045028,4.814525,10.49501,526.121817,14.705537,511.416281,1.955843,0.054667,1.901176,511.416281,1.901176,97.204918,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.369,0.008,0.375,0,375,0,1197111,207181,24261,100,30.576208,?,?,?,-1
R_data_frame,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.022268,0.062548,6.056181,14.589223,525.12898,19.539307,505.589673,1.952152,0.072637,1.879516,505.589673,1.879516,96.279141,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,0.999961,0.999906,0.996774,0.996283,0.362,0.007,0.359375,0.015625,359.375,15.625,1195088,207181,24261,100,31.598513,?,?,?,-1
R_data_frame,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.018587,0.048055,5.055243,11.208757,525.12898,15.687828,509.441152,1.952152,0.058319,1.893833,509.441152,1.893833,97.012576,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.361,0.004,0.359375,0,359.375,0,1182278,207181,24261,100,31.133829,?,?,?,-1
R_data_frame,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.022212,0.06394,6.041015,14.913814,525.12898,19.840594,505.288386,1.952152,0.073757,1.878395,505.387769,1.878765,96.240693,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.999903,0.999757,0.996709,0.996283,0.361,0.007,0.359375,0,359.375,0,1179082,207181,24261,100,31.040892,?,?,?,-1
R_data_frame,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.022862,0.069884,6.217949,16.300394,525.12898,21.424337,503.704643,1.952152,0.079644,1.872508,504.741535,1.876363,96.117631,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996282,0.994842,0.999691,0.999206,0.996709,0.996283,0.365,0.007,0.375,0,375,0,1181152,207181,24261,100,31.133829,?,?,?,-1
R_data_frame,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.020149,0.054835,5.479883,12.790153,525.12898,17.211045,507.917935,1.952152,0.063982,1.888171,507.917935,1.888171,96.722511,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.365,0.007,0.359375,0.015625,359.375,15.625,1228283,207181,24261,100,30.669145,?,?,?,-1
R_data_frame,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.99494,0.02368,0.065315,6.440379,15.234477,525.12898,20.708049,504.420931,1.952152,0.076982,1.875171,504.420931,1.875171,96.056578,0.974359,38,0,0,1,230,0.025641,1,1,0.974359,0.987013,0.984957,1,1,0.996283,0.001518,0.998482,0.003717,0.99633,0.996283,0.99627,0.995223,0.999981,0.999953,0.995161,0.996283,0.364,0.007,0.359375,0.015625,359.375,15.625,1192057,207181,24261,100,31.412639,?,?,?,-1
R_data_frame,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,266,3,0,98.884758,1.115242,0,0.984831,0.024424,0.075249,6.642589,17.551741,525.12898,22.598101,502.53088,1.952152,0.084008,1.868145,502.53088,1.868145,95.696657,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.988848,0.004473,0.995527,0.011152,0.989266,0.988848,0.988892,0.984613,0.999894,0.999712,0.990232,0.988848,0.369,0.008,0.375,0.015625,375,15.625,1207259,207181,24261,100,31.319703,?,?,?,-1
R_data_frame,8,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994947,0.023011,0.063797,6.258391,14.880552,525.12898,20.583814,504.545166,1.952152,0.07652,1.875633,504.929446,1.877061,96.153415,1,39,0.004348,1,0.995652,229,0,0,0.975,1,0.987342,0.985272,1,1,0.996283,0.00063,0.99937,0.003717,0.996375,0.996283,0.996294,0.995289,0.999914,0.999768,0.995158,0.996283,0.37,0.008,0.375,0.015625,375,15.625,1205594,207181,24261,100,31.97026,?,?,?,-1
R_data_frame,8,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,266,3,0,98.884758,1.115242,0,0.984853,0.022844,0.067892,6.209179,15.824975,526.065321,20.339977,505.725343,1.955633,0.075613,1.88002,505.725343,1.88002,96.133564,1,40,0,0,1,229,0,0,1,1,1,1,1,1,0.988848,0.004392,0.995608,0.011152,0.988992,0.988848,0.988848,0.984459,0.999942,0.999861,0.990237,0.988848,0.369,0.004,0.359375,0,359.375,0,1190439,207181,24261,100,30.947955,?,?,?,-1
R_data_frame,9,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.017937,0.046981,4.875149,10.950327,526.121817,14.977787,511.144031,1.955843,0.05568,1.900164,511.144031,1.900164,97.153171,1,40,0,0,1,229,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.362,0.007,0.359375,0.015625,359.375,15.625,1205459,207181,24261,100,29.832714,?,?,?,-1
R_data_frame,9,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.016115,0.042986,4.382896,10.026325,525.12898,13.426966,511.702015,1.952152,0.049914,1.902238,511.702015,1.902238,97.443111,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.359,0.007,0.359375,0,359.375,0,1201894,207181,24261,100,29.739777,?,?,?,-1
R_data_frame,9,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.020204,0.052375,5.495049,12.216322,525.12898,17.083509,508.045472,1.952152,0.063507,1.888645,508.045472,1.888645,96.746798,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.36,0.007,0.359375,0.015625,359.375,15.625,1206320,207181,24261,100,30.947955,?,?,?,-1
R_data_frame,9,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,268,1,0,99.628253,0.371747,0,0.994944,0.01539,0.047495,4.185741,11.078081,525.12898,13.206163,511.922818,1.952152,0.049094,1.903059,511.922818,1.903059,97.485158,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.996283,0.001491,0.998509,0.003717,0.99633,0.996283,0.996283,0.994802,1,1,0.996774,0.996283,0.367,0.005,0.359375,0,359.375,0,1195539,207181,24261,100,29.182156,?,?,?,-1
R_data_frame,9,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,266,3,0,98.884758,1.115242,0,0.984832,0.025093,0.072145,6.824578,16.827564,525.12898,22.732727,502.396254,1.952152,0.084508,1.867644,502.396254,1.867644,95.67102,1,39,0,0,1,230,0,0,1,1,1,1,1,1,0.988848,0.004365,0.995635,0.011152,0.988896,0.988848,0.988848,0.98448,0.999807,0.999534,0.990131,0.988848,0.358,0.008,0.359375,0.015625,359.375,15.625,1204527,207181,24261,100,32.434944,?,?,?,-1
R_data_frame,9,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.019535,0.053465,5.31306,12.470699,525.12898,16.63626,508.492721,1.952152,0.061845,1.890308,508.492721,1.890308,96.831967,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.359,0.007,0.359375,0,359.375,0,1200335,207181,24261,100,30.669145,?,?,?,-1
R_data_frame,9,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20211023.151,2421,269,269,0,0,100,0,0,1,0.024182,0.060046,6.576871,14.005713,525.12898,20.664894,504.464086,1.952152,0.076821,1.875331,504.464086,1.875331,96.064796,1,39,0,0,1,230,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.362,0.003,0.359375,0,359.375,0,1193235,207181,24261,100,32.620818,?,?,?,-1
